id	name	aliases	charge	formula
cpd00227[c0]	L-Homoserine[c0]	KEGG:C00263	0	C4H9NO3
cpd02656[c0]	6-7-Dimethyl-8-1-D-ribityllumazine[c0]	KEGG:	0	C13H18N4O6
cpd02882[c0]	4-1-D-Ribitylamino-5-aminouracil[c0]	KEGG:	0	C9H16N4O6
cpd00220[c0]	Riboflavin[c0]	KEGG:C00255	0	C17H20N4O6
cpd02893[c0]	5'-Phosphoribosyl-4-carboxy-5-aminoimidazole[c0]	KEGG:C04751	-1	C9H13N3O9P
cpd00002[c0]	ATP[c0]	KEGG:C00002	-3	C10H13N5O13P3
cpd00008[c0]	ADP[c0]	KEGG:C00008	-2	C10H13N5O10P2
cpd02140[c0]	AIR[c0]	KEGG:C03373	0	C8H14N3O7P
cpd00242[c0]	H2CO3[c0]	KEGG:C01353|C00288	-1	CHO3
cpd11589[c0]	gly-asp-L[c0]	KEGG:	-1	C6H9N2O5
cpd00041[c0]	L-Aspartate[c0]	KEGG:C00049|C16433	-1	C4H6NO4
cpd00033[c0]	Glycine[c0]	KEGG:C00037	0	C2H5NO2
cpd00840[c0]	L-beta-Lysine[c0]	KEGG:C01142	1	C6H15N2O2
cpd00039[c0]	L-Lysine[c0]	KEGG:C00047|C16440	1	C6H15N2O2
cpd14960[c0]	Cobalt-precorrin_5B[c0]	KEGG:	-6	C43H44CoN4O16
cpd08371[c0]	Cobalt-precorrin_5[c0]	KEGG:	-5	C45H47CoN4O16
cpd00071[c0]	Acetaldehyde[c0]	KEGG:C00084	0	C2H4O
cpd00123[c0]	3-Methyl-2-oxobutanoate[c0]	KEGG:C00141	-1	C5H7O3
cpd01646[c0]	2-Isopropylmalate[c0]	KEGG:C02504	-2	C7H10O5
cpd00239[c0]	H2S[c0]	KEGG:C00297|C00283	0	H2S
cpd15693[c0]	Dianteisopentadecanoylphosphatidylserine[c0]	KEGG:	-2	C36H68NO10P
cpd00054[c0]	L-Serine[c0]	KEGG:C00716|C00065	0	C3H7NO3
cpd00046[c0]	CMP[c0]	KEGG:C00055	-1	C9H13N3O8P
cpd15687[c0]	CDP-1_2-dianteisopentadecanoylglycerol[c0]	KEGG:	-2	C42H75N3O15P2
cpd00557[c0]	Siroheme[c0]	KEGG:C00748	-8	C42H36FeN4O16
cpd03426[c0]	Sirohydrochlorin[c0]	KEGG:C05778	-8	C42H38N4O16
cpd10515[c0]	Fe2[c0]	KEGG:	2	Fe
cpd00061[c0]	Phosphoenolpyruvate[c0]	KEGG:C00074	-2	C3H3O6P
cpd00482[c0]	2-Phospho-D-glycerate[c0]	KEGG:C00631	-2	C3H5O7P
cpd15682[c0]	1_2-diisohexadecanoyl-sn-glycerol_3-phosphate[c0]	KEGG:	-1	C35H68O8P
cpd15688[c0]	CDP-1_2-diisohexadecanoylglycerol[c0]	KEGG:	-2	C44H79N3O15P2
cpd00012[c0]	PPi[c0]	KEGG:C00013	-2	H2O7P2
cpd00052[c0]	CTP[c0]	KEGG:C00063	-3	C9H13N3O14P3
cpd15421[c0]	CDP-1_2-dioctadecanoylglycerol[c0]	KEGG:	-2	C48H87N3O15P2
cpd15526[c0]	1_2-dioctadecanoyl-sn-glycerol_3-phosphate[c0]	KEGG:	-1	C39H76O8P
cpd02069[c0]	3-Phosphonooxypyruvate[c0]	KEGG:C03232	-2	C3H3O7P
cpd00169[c0]	3-Phosphoglycerate[c0]	KEGG:C00197|C00597	-2	C3H5O7P
cpd00038[c0]	GTP[c0]	KEGG:C00044	-3	C10H13N5O14P3
cpd00009[e0]	Phosphate[e0]	KEGG:C00009	-2	HO4P
cpd02333[c0]	Quinolinate[c0]	KEGG:C03722	-2	C7H3NO4
cpd03470[c0]	Iminoaspartate[c0]	KEGG:C05840	-2	C4H3NO4
cpd00095[c0]	Glycerone-phosphate[c0]	KEGG:C00111	-1	C3H6O6P
cpd08366[c0]	2R-Phosphosulfolactate[c0]	KEGG:	-3	C3H4O9PS
cpd02826[c0]	5'-Phosphoribosylformylglycinamidine[c0]	KEGG:C04640	0	C8H16N3O8P
cpd00072[c0]	D-fructose-6-phosphate[c0]	KEGG:C05345|C00085	-1	C6H12O9P
cpd00079[c0]	D-glucose-6-phosphate[c0]	KEGG:C00668|C00092	-1	C6H12O9P
cpd00118[c0]	Putrescine[c0]	KEGG:C00134	2	C4H14N2
cpd00147[c0]	5-Methylthioadenosine[c0]	KEGG:C00170	0	C11H15N5O3S
cpd00264[c0]	Spermidine[c0]	KEGG:C00315	3	C7H22N3
cpd00837[c0]	S-Adenosylmethioninamine[c0]	KEGG:C01137	2	C14H24N6O3S
cpd00013[c0]	NH3[c0]	KEGG:C01342|C00014	1	NH4
cpd00023[c0]	L-Glutamate[c0]	KEGG:C00025|C00302	-1	C5H8NO4
cpd00053[c0]	L-Glutamine[c0]	KEGG:C00064	0	C5H10N2O3
cpd00238[c0]	Sedoheptulose7-phosphate[c0]	KEGG:C05382	-1	C7H14O10P
cpd00102[c0]	Glyceraldehyde3-phosphate[c0]	KEGG:C00118|C00661	-1	C3H6O6P
cpd00198[c0]	D-Xylulose5-phosphate[c0]	KEGG:C00231	-1	C5H10O8P
cpd00101[c0]	ribose-5-phosphate[c0]	KEGG:C03736|C00117	-1	C5H10O8P
cpd00115[c0]	dATP[c0]	KEGG:C00131	-3	C10H13N5O12P3
cpd00246[c0]	Inosine[c0]	KEGG:C00294	0	C10H12N4O5
cpd00114[c0]	IMP[c0]	KEGG:C00130	-1	C10H12N4O8P
cpd00084[c0]	L-Cysteine[c0]	KEGG:C00097	0	C3H7NO2S
cpd15603[c0]	Gly-Cys[c0]	KEGG:	0	C5H10N2O3S
cpd00358[c0]	dUTP[c0]	KEGG:C00460	-3	C9H12N2O14P3
cpd00978[c0]	dUDP[c0]	KEGG:C01346	-2	C9H12N2O11P2
cpd15555[c0]	phosphatidylserine_dihexadecanoyl[c0]	KEGG:	-2	C38H72NO10P
cpd15419[c0]	CDP-1_2-dihexadecanoylglycerol[c0]	KEGG:	-2	C44H79N3O15P2
cpd00357[c0]	TTP[c0]	KEGG:C00459	-3	C10H14N2O14P3
cpd00297[c0]	dTDP[c0]	KEGG:C00363	-2	C10H14N2O11P2
cpd00655[c0]	Dephospho-CoA[c0]	KEGG:C00882	-2	C21H33N7O13P2S
cpd00343[c0]	N-Carbamoyl-L-aspartate[c0]	KEGG:C00438	-2	C5H6N2O5
cpd00146[c0]	Carbamoylphosphate[c0]	KEGG:C00169	-1	CH3NO5P
cpd00200[c0]	4MOP[c0]	KEGG:C00233	-1	C6H9O3
cpd00024[c0]	2-Oxoglutarate[c0]	KEGG:C00026	-2	C5H4O5
cpd00107[c0]	L-Leucine[c0]	KEGG:C00123	0	C6H13NO2
cpd01777[c0]	Phosphoribosyl-AMP[c0]	KEGG:C02741	-2	C15H21N5O14P2
cpd01775[c0]	Phosphoribosyl-ATP[c0]	KEGG:C02739	-4	C15H21N5O20P4
cpd00834[c0]	Phosphopantetheine[c0]	KEGG:C01134	-1	C11H22N2O7PS
cpd02666[c0]	R-4'-Phosphopantothenoyl-L-cysteine[c0]	KEGG:	-2	C12H21N2O9PS
cpd02979[c0]	phosphoribosylformiminoaicar-phosphate[c0]	KEGG:C04896	-2	C15H23N5O15P2
cpd02991[c0]	phosphoribulosylformimino-AICAR-phosphate[c0]	KEGG:C04916	-2	C15H23N5O15P2
cpd00290[c0]	D-fructose-1_6-bisphosphate[c0]	KEGG:	-2	C6H12O12P2
cpd00918[c0]	2-Acetamido-5-oxopentanoate[c0]	KEGG:C01250	-1	C7H10NO4
cpd00342[c0]	N-Acetylornithine[c0]	KEGG:C00437	0	C7H14N2O3
cpd11586[c0]	ala-L-glu-L[c0]	KEGG:	-1	C8H13N2O5
cpd00067[e0]	H[e0]	KEGG:	1	H
cpd00205[e0]	K[e0]	KEGG:	1	K
cpd00205[c0]	K[c0]	KEGG:	1	K
cpd00018[c0]	AMP[c0]	KEGG:C00020	-1	C10H13N5O7P
cpd03078[c0]	Selenophosphate[c0]	KEGG:C05172	-2	HO3PSe
cpd01078[c0]	Selenide[c0]	KEGG:C01528	0	H2Se
cpd00091[c0]	UMP[c0]	KEGG:C00105	-1	C9H12N2O9P
cpd00810[c0]	Orotidylic_acid[c0]	KEGG:	-2	C10H11N2O11P
cpd00019[c0]	S-Adenosyl-homocysteine[c0]	KEGG:C00021	0	C14H20N6O5S
cpd01620[c0]	Precorrin_2[c0]	KEGG:	-8	C42H40N4O16
cpd00017[c0]	S-Adenosyl-L-methionine[c0]	KEGG:C00019	1	C15H23N6O5S
cpd03420[c0]	Precorrin_3A[c0]	KEGG:	-6	C43H44N4O16
cpd14961[c0]	Cobalt-precorrin_7[c0]	KEGG:	-6	C45H50CoN4O16
cpd08375[c0]	Cobalt-precorrin_8[c0]	KEGG:	-5	C45H53CoN4O14
cpd00092[c0]	Uracil[c0]	KEGG:C00106	0	C4H4N2O2
cpd00307[c0]	Cytosine[c0]	KEGG:C00380	0	C4H5N3O
cpd15747[c0]	Myristoyllipoteichoic_acid_n=24__linked__unsubstituted[c0]	KEGG:	-24	C115H224O135P24
cpd00014[c0]	UDP[c0]	KEGG:C00015	-2	C9H12N2O12P2
cpd15765[c0]	Myristoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine[c0]	KEGG:	-24	C307H536N24O255P24
cpd00037[c0]	UDP-N-acetylglucosamine[c0]	KEGG:C00043	-2	C17H25N3O17P2
cpd11436[c0]	fa3[c0]	KEGG:	-1	C15H29O2
cpd11437[c0]	fa3coa[c0]	KEGG:	-3	C36H61N7O17P3S
cpd01997[c0]	Dimethylbenzimidazole[c0]	KEGG:C03114	0	C9H10N2
cpd00218[c0]	Niacin[c0]	KEGG:C00253	-1	C6H4NO2
cpd00873[c0]	Nicotinate_ribonucleotide[c0]	KEGG:	-1	C11H13NO9P
cpd02904[c0]	alpha-Ribazole_5'-phosphate[c0]	KEGG:	-1	C14H18N2O7P
cpd03496[c0]	Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-alanyl-D-glutaminyl-meso-2_6-diaminopimeloyl-D-alanyl-D-alanine[c0]	KEGG:	-3	C95H154N9O27P2
cpd03495[c0]	Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala[c0]	KEGG:	-4	C95H152N8O28P2
cpd11621[c0]	Oxidizedferredoxin[c0]	KEGG:C00139	6	Fe2R4S6
cpd11620[c0]	Reducedferredoxin[c0]	KEGG:C00138	4	Fe2R4S6
cpd08369[c0]	Cobalt-precorrin_3[c0]	KEGG:	-6	C43H42CoN4O16
cpd08368[c0]	Cobalt-precorrin_2[c0]	KEGG:	-6	C42H40CoN4O16
cpd17041[c0]	Protein_biosynthesis[c0]	KEGG:	0	
cpd03492[c0]	Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine[c0]	KEGG:	-2	C94H155N9O25P2
cpd03491[c0]	Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine[c0]	KEGG:	-3	C94H153N8O26P2
cpd02210[c0]	Indoleglycerol_phosphate[c0]	KEGG:	-1	C11H13NO6P
cpd00359[c0]	indol[c0]	KEGG:C00463	0	C8H7N
cpd02720[c0]	5-Amino-6-5-phosphoribitylaminouracil[c0]	KEGG:	-1	C9H16N4O9P
cpd00931[c0]	5-Amino-6-5-phosphoribosylaminouracil[c0]	KEGG:	-1	C9H14N4O9P
cpd15768[c0]	Anteisoheptadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine[c0]	KEGG:	-24	C313H548N24O255P24
cpd15750[c0]	Anteisoheptadecanoyllipoteichoic_acid_n=24__linked__unsubstituted[c0]	KEGG:	-24	C121H236O135P24
cpd00113[c0]	Isopentenyldiphosphate[c0]	KEGG:C00129	-2	C5H10O7P2
cpd00289[c0]	Geranylgeranyl_diphosphate[c0]	KEGG:	-2	C20H34O7P2
cpd00350[c0]	Farnesyldiphosphate[c0]	KEGG:C00448	-2	C15H26O7P2
cpd02498[c0]	2_3-Dihydroxy-isovalerate[c0]	KEGG:	-1	C5H9O4
cpd00809[c0]	O-Phospho-L-homoserine[c0]	KEGG:C01102	-1	C4H9NO6P
cpd00361[c0]	ACTN[c0]	KEGG:C00466|C00810	0	C4H8O2
cpd00668[c0]	ALCTT[c0]	KEGG:C06010|C00900	-1	C5H7O4
cpd00062[c0]	UTP[c0]	KEGG:C00075	-3	C9H12N2O15P3
cpd00288[c0]	D-Glucosamine_phosphate[c0]	KEGG:	0	C6H14NO8P
cpd02775[c0]	4-Amino-5-phosphomethyl-2-methylpyrimidine[c0]	KEGG:C04556	-1	C6H9N3O4P
cpd00939[c0]	Toxopyrimidine[c0]	KEGG:C01279	0	C6H9N3O
cpd00868[c0]	p-hydroxyphenylpyruvate[c0]	KEGG:C01179	-1	C9H7O4
cpd00069[c0]	L-Tyrosine[c0]	KEGG:C00082|C01536	0	C9H11NO3
cpd00209[c0]	Nitrate[c0]	KEGG:C00244	-1	NO3
cpd00209[e0]	Nitrate[e0]	KEGG:C00244	-1	NO3
cpd03421[c0]	Cobyrinate[c0]	KEGG:C05773	-5	C45H53CoN4O14
cpd17042[c0]	DNA_replication[c0]	KEGG:	0	
cpd00149[c0]	Co2[c0]	KEGG:	2	Co
cpd00504[c0]	LL-2_6-Diaminopimelate[c0]	KEGG:	0	C7H14N2O4
cpd00516[c0]	meso-2_6-Diaminopimelate[c0]	KEGG:	0	C7H14N2O4
cpd00132[c0]	L-Asparagine[c0]	KEGG:C00152	0	C4H8N2O3
cpd11581[c0]	gly-asn-L[c0]	KEGG:	0	C6H11N3O4
cpd02978[c0]	7_8-Dihydroneopterin_3'-triphosphate[c0]	KEGG:	-3	C9H13N5O13P3
cpd00177[c0]	dADP[c0]	KEGG:C00206	-2	C10H13N5O9P2
cpd02737[c0]	5-Methyl-H4MPT[c0]	KEGG:C04488	-3	C31H44N6O16P
cpd02438[c0]	Methyl_CoM[c0]	KEGG:	-1	C3H7O3S2
cpd00895[c0]	H4MPT[c0]	KEGG:C01217	-3	C30H42N6O16P
cpd02246[c0]	CoM[c0]	KEGG:C03576	-1	C2H5O3S2
cpd00117[c0]	D-Alanine[c0]	KEGG:C00133	0	C3H7NO2
cpd00128[c0]	Adenine[c0]	KEGG:C00147	0	C5H5N5
cpd02574[c0]	methylthioribose-1-phosphate[c0]	KEGG:C04188	-1	C6H12O7PS
cpd15684[c0]	CDP-1_2-dianteisoheptadecanoylglycerol[c0]	KEGG:	-2	C46H83N3O15P2
cpd15678[c0]	1_2-dianteisoheptadecanoyl-sn-glycerol_3-phosphate[c0]	KEGG:	-1	C37H72O8P
cpd02201[c0]	4-phosphopantothenate[c0]	KEGG:C03492	-2	C9H16NO8P
cpd00508[c0]	3MOP[c0]	KEGG:C03465|C00671	-1	C6H9O3
cpd02535[c0]	2_3-Dihydroxy-3-methylvalerate[c0]	KEGG:	-1	C6H11O4
cpd00930[c0]	imidazole_acetol-phosphate[c0]	KEGG:	-1	C6H8N2O5P
cpd00807[c0]	L-histidinol-phosphate[c0]	KEGG:C01100	0	C6H12N3O4P
cpd00015[c0]	FAD[c0]	KEGG:C00016	-2	C27H31N9O15P2
cpd00982[c0]	FADH2[c0]	KEGG:C01352	-2	C27H33N9O15P2
cpd08372[c0]	Cobalt-precorrin_6[c0]	KEGG:	-6	C44H46CoN4O16
cpd00956[c0]	1-2-carboxyphenylamino-1-deoxyribulose_5-phosphate[c0]	KEGG:	-2	C12H14NO9P
cpd00286[c0]	Undecaprenylphosphate[c0]	KEGG:C17556|C00348	-1	C55H90O4P
cpd00086[c0]	Propionyl-CoA[c0]	KEGG:C00100	-3	C24H37N7O17P3S
cpd00141[c0]	Propionate[c0]	KEGG:C00163	-1	C3H5O2
cpd00236[c0]	D-Erythrose4-phosphate[c0]	KEGG:C00279	-1	C4H8O7P
cpd03706[c0]	UppppU[c0]	KEGG:C06198	-4	C18H22N4O23P4
cpd00274[c0]	Citrulline[c0]	KEGG:C00327	0	C6H13N3O3
cpd00171[c0]	D-Ribulose5-phosphate[c0]	KEGG:C00199	-1	C5H10O8P
cpd15422[c0]	CDP-1_2-ditetradec-7-enoylglycerol[c0]	KEGG:	-2	C40H67N3O15P2
cpd15523[c0]	1_2-ditetradec-7-enoyl-sn-glycerol_3-phosphate[c0]	KEGG:	-1	C31H56O8P
cpd00096[c0]	CDP[c0]	KEGG:C00112	-2	C9H13N3O11P2
cpd01716[c0]	3-Dehydroshikimate[c0]	KEGG:C02637	-1	C7H7O5
cpd08211[c0]	trans_trans_cis-Geranylgeranyl_diphosphate[c0]	KEGG:	-2	C20H34O7P2
cpd02605[c0]	2-isopropyl-3-oxosuccinate[c0]	KEGG:C04236	-2	C7H8O5
cpd02693[c0]	3-Isopropylmalate[c0]	KEGG:C04411	-2	C7H10O5
cpd03608[c0]	4-Hydroxy-L-threonine[c0]	KEGG:C06056	0	C4H9NO4
cpd03607[c0]	4-Phosphonooxy-threonine[c0]	KEGG:	-1	C4H9NO7P
cpd00299[c0]	dUMP[c0]	KEGG:C00365	-1	C9H12N2O8P
cpd00338[c0]	5-Aminolevulinate[c0]	KEGG:C00430	0	C5H9NO3
cpd00689[c0]	Porphobilinogen[c0]	KEGG:C00931	-1	C10H13N2O4
cpd03835[c0]	Precorrin_8[c0]	KEGG:	-7	C45H53N4O14
cpd00065[c0]	L-Tryptophan[c0]	KEGG:C00078|C00806	0	C11H12N2O2
cpd00644[c0]	PAN[c0]	KEGG:C00864	-1	C9H16NO5
cpd15554[c0]	phosphatidylserine_ditetradec-7-enoyl[c0]	KEGG:	-2	C34H60NO10P
cpd00863[c0]	beta-D-Glucose_6-phosphate[c0]	KEGG:	-1	C6H12O9P
cpd10162[c0]	R-3-Hydroxy-3-methyl-2-oxopentanoate[c0]	KEGG:	-1	C6H9O4
cpd00533[c0]	dCDP[c0]	KEGG:C00705	-2	C9H13N3O10P2
cpd00356[c0]	dCTP[c0]	KEGG:C00458	-3	C9H13N3O13P3
cpd15604[c0]	Gly-Leu[c0]	KEGG:	0	C8H16N2O3
cpd02884[c0]	FAICAR[c0]	KEGG:C04734	-1	C10H14N4O9P
cpd00175[c0]	UDP-N-acetyl-D-galactosamine[c0]	KEGG:C00203	-2	C17H25N3O17P2
cpd02569[c0]	2-Oxo-3-hydroxyisovalerate[c0]	KEGG:C04181	-1	C5H7O4
cpd00206[c0]	dCMP[c0]	KEGG:C00239	-1	C9H13N3O7P
cpd03834[c0]	Precorrin_4[c0]	KEGG:	-7	C44H45N4O17
cpd03839[c0]	Precorrin_5[c0]	KEGG:	-7	C45H47N4O17
cpd00219[c0]	Prephenate[c0]	KEGG:C00254	-2	C10H8O6
cpd00616[c0]	Pretyrosine[c0]	KEGG:C00826	-1	C10H12NO5
cpd15524[c0]	1_2-dihexadecanoyl-sn-glycerol_3-phosphate[c0]	KEGG:	-1	C35H68O8P
cpd15420[c0]	CDP-1_2-dioctadec-11-enoylglycerol[c0]	KEGG:	-2	C48H83N3O15P2
cpd15527[c0]	1_2-dioctadec-11-enoyl-sn-glycerol_3-phosphate[c0]	KEGG:	-1	C39H72O8P
cpd00016[c0]	Pyridoxal_phosphate[c0]	KEGG:	-1	C8H9NO6P
cpd00971[c0]	Na[c0]	KEGG:	1	Na
cpd00971[e0]	Na[e0]	KEGG:	1	Na
cpd00129[c0]	L-Proline[c0]	KEGG:C00148	-1	C5H8NO2
cpd00129[e0]	L-Proline[e0]	KEGG:C00148	-1	C5H8NO2
cpd15557[c0]	phosphatidylserine_dioctadecanoyl[c0]	KEGG:	-2	C42H80NO10P
cpd00203[c0]	1_3-Bisphospho-D-glycerate[c0]	KEGG:	-2	C3H6O10P2
cpd00812[c0]	5-phosphomevalonate[c0]	KEGG:C01107	-2	C6H11O7P
cpd00332[c0]	Mevalonic_acid[c0]	KEGG:	-1	C6H11O4
cpd00143[c0]	Phenylpyruvate[c0]	KEGG:C00166	-1	C9H7O3
cpd03560[c0]	Propionyladenylate[c0]	KEGG:C05983	-1	C13H17N5O8P
cpd00793[c0]	Thiamine_phosphate[c0]	KEGG:	0	C12H17N4O4PS
cpd02894[c0]	4-Amino-2-methyl-5-diphosphomethylpyrimidine[c0]	KEGG:C04752	-2	C6H9N3O7P2
cpd02654[c0]	4-Methyl-5-2-phosphoethyl-thiazole[c0]	KEGG:	-1	C6H9NO4PS
cpd00782[c0]	Pimeloyl-CoA[c0]	KEGG:C01063	-4	C28H42N7O19P3S
cpd01727[c0]	Pimelate[c0]	KEGG:C02656	-2	C7H10O4
cpd11585[c0]	L-alanylglycine[c0]	KEGG:	0	C5H10N2O3
cpd15754[c0]	Isohexadecanoyllipoteichoic_acid_n=24__linked__unsubstituted[c0]	KEGG:	-24	C119H232O135P24
cpd15772[c0]	Isohexadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine[c0]	KEGG:	-24	C311H544N24O255P24
cpd00103[c0]	PRPP[c0]	KEGG:C00119	-3	C5H10O14P3
cpd15748[c0]	Stearoyllipoteichoic_acid_n=24__linked__unsubstituted[c0]	KEGG:	-24	C123H240O135P24
cpd15766[c0]	Stearoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine[c0]	KEGG:	-24	C315H552N24O255P24
cpd11593[c0]	ala-L-asp-L[c0]	KEGG:	-1	C7H11N2O5
cpd11440[c0]	fa6[c0]	KEGG:	-1	C16H31O2
cpd11441[c0]	fa6coa[c0]	KEGG:	-3	C37H63N7O17P3S
cpd03666[c0]	2_5-Diamino-6-5'-triphosphoryl-3'_4'-trihydroxy-2'-oxopentyl-_amino-4-oxopyrimidine[c0]	KEGG:	-3	C9H15N5O14P3
cpd00448[c0]	D-Glyceraldehyde[c0]	KEGG:C00577	0	C3H6O3
cpd00100[c0]	Glycerol[c0]	KEGG:C00116	0	C3H8O3
cpd00638[c0]	Deamido-NAD[c0]	KEGG:C00857	-2	C21H24N6O15P2
cpd02851[c0]	AICAR[c0]	KEGG:C04677	-1	C9H14N4O8P
cpd02921[c0]	SAICAR[c0]	KEGG:C04823|C04811	-3	C13H16N4O12P
cpd00142[c0]	Acetoacetate[c0]	KEGG:C00164	-1	C4H5O3
cpd00279[c0]	Acetoacetyl-CoA[c0]	KEGG:C00332	-3	C25H37N7O18P3S
cpd00020[c0]	Pyruvate[c0]	KEGG:C00022	-1	C3H3O3
cpd00093[c0]	Anthranilate[c0]	KEGG:C00108	-1	C7H6NO2
cpd00216[c0]	Chorismate[c0]	KEGG:C00251	-2	C10H8O6
cpd01017[c0]	Cys-Gly[c0]	KEGG:C01419	0	C5H10N2O3S
cpd00213[c0]	Lipoamide[c0]	KEGG:C15972|C00248	0	C8H15NOS2
cpd00449[c0]	Dihydrolipoamide[c0]	KEGG:C00579|C15973	0	C8H17NOS2
cpd15692[c0]	Diisopentadecanoylphosphatidylserine[c0]	KEGG:	-2	C36H68NO10P
cpd15686[c0]	CDP-1_2-diisopentadecanoylglycerol[c0]	KEGG:	-2	C42H75N3O15P2
cpd00859[c0]	Pseudouridine_5'-phosphate[c0]	KEGG:	-1	C9H12N2O9P
cpd11580[c0]	Gly-Gln[c0]	KEGG:	0	C7H13N3O4
cpd00025[c0]	H2O2[c0]	KEGG:C00027	0	H2O2
cpd00932[c0]	5-O-1-Carboxyvinyl-3-phosphoshikimate[c0]	KEGG:	-3	C10H10O10P
cpd03049[c0]	2-Hydroxyethyl-ThPP[c0]	KEGG:C05125	-1	C14H21N4O8P2S
cpd00498[c0]	2-Aceto-2-hydroxybutanoate[c0]	KEGG:C00659|C06006	-1	C6H9O4
cpd00056[c0]	TPP[c0]	KEGG:C00068	-1	C12H17N4O7P2S
cpd00094[c0]	2-Oxobutyrate[c0]	KEGG:C00109	-1	C4H5O3
